Nama Depan,Nama Belakang,Email,Kota,Tanggal Pembelian,Produk Yang Dibeli,Total Penjualan,Nomor Penjualan,Jumlah Pembelian,Rating,Jasa Pengiriman,Customer Baru,Sales Person,Sales,Kode Sales,Nama Depan,Nama Belakang,#,SKU,Nama,Harga
Ronald,Irawan,Irawan@mex.com,Depok,22-12-2016,KP0625AF,"Rp48,000,000",36842,4,N/A,Wakanda Express,N,ft-409,409,,,,,,,
Nathalia,Edward,Nathalia@rocketmailx.com,Probolinggo,21-12-2016,KP0225BB,"Rp90,000,000",35957,9,4,JENT,N,wq-123,123,,,,,,,
Gerald,Indrajani,Gerald@gmailx.com,Prabumulih,20-12-2016,KP0750AJ,"Rp36,000,000",35128,2,N/A,JENT,Y,ur-661,661,,,,,,,
Erwin,Elizabeth,Elizabeth@ymailx.com,Pasuruan,20-12-2016,KP0850FB,"Rp105,000,000",36587,5,4,JENT,Y,dc-123,123,,,,,,,
Hertono,Tanuwidjaja,HERTONO@ymailx.com,Payakumbuh,20-12-2016,KP0750AJ,"Rp180,000,000",36654,10,2,JENT,Y,jx-559,559,,,,,,,
Hadi,Didi,Didi@gmailx.com,Jakarta Utara,19-12-2016,KP0050AG,"Rp97,500,000",35771,6,4,Swift Delivery,Y,vn-333,333,,,,,,,
Fahmi,Sunarjo,Sunarjo@outlookx.com,Bukittinggi,18-12-2016,KP0425CB,"Rp190,750,000",36833,7,N/A,JENT,Y,sq-559,559,,,,,,,
Evert,Suhartono,Evert@gmailx.com,Tarakan,18-12-2016,KP0150BH,"Rp270,000,000",35926,10,N/A,Wakanda Express,Y,wn-994,994,,,,,,,
Candra,Limited,CANDRA@ymailx.com,Pematangsiantar,17-12-2016,KP0625AF,"Rp48,000,000",35210,4,N/A,Pru Logistic,Y,go-662,662,,,,,,,
Soetikno,King,Soetikno@mex.com,Padang,17-12-2016,KP0225BB,"Rp60,000,000",36807,6,4,JENT,N,hj-559,559,,,,,,,
Santy,Bertrand,Santy@icloudx.com,Serang,16-12-2016,KP0625AF,"Rp24,000,000",35338,2,4,Swift Delivery,N,vi-500,500,,,,,,,
Firdaus,Goesti,Firdaus@ymailx.com,Cimahi,16-12-2016,KP0925SG,"Rp75,000,000",35507,5,N/A,JENT,Y,jw-409,409,,,,,,,
Ery,Judianto,Judianto@livex.com,Banjarmasin,15-12-2016,KP0925SG,"Rp75,000,000",35487,5,4,Swift Delivery,Y,us-991,991,,,,,,,
Alexandra,Saputra,SAPUTRA@livex.com,Blitar,14-12-2016,KP0350CF,"Rp280,000,000",36625,8,N/A,Cepat Kirim,Y,ps-123,123,,,,,,,
Lao,Widjaja,Lao@gmailx.com,Bogor,13-12-2016,KP0350CF,"Rp140,000,000",35703,4,4,JENT,Y,ag-409,409,,,,,,,
Melvin,Indraswati,Indraswati@gmailx.com,Mataram,12-12-2016,KP0050AG,"Rp130,000,000",36052,8,4,Wakanda Express,Y,go-183,183,,,,,,,
Ravi,Rommy,ROMMY@rocketmailx.com,Langsa,12-12-2016,KP0850FB,"Rp147,000,000",35715,7,N/A,Swift Delivery,N,uw-101,101,,,,,,,
Lisa,Samuel,Samuel@gmailx.com,Palopo,12-10-2016,KP0925SG,"Rp90,000,000",35610,6,4,Swift Delivery,Y,yk-290,290,,,,,,,
Jacobus,Tjian,Tjian@gmailx.com,Semarang,12-08-2016,KP0850FB,"Rp189,000,000",35285,9,N/A,Swift Delivery,Y,zc-410,410,,,,,,,
Muchsin,Novita,MUCHSIN@gmailx.com,Dumai,12-06-2016,KP0850FB,"Rp210,000,000",36395,10,2,Cepat Kirim,Y,oy-222,222,,,,,,,
Kam,Multicorpora,Kam@ymailx.com,Bogor,12-05-2016,KP0850FB,"Rp189,000,000",35756,9,4,Swift Delivery,Y,ci-409,409,,,,,,,
Stefanus,Thomas,Thomas@outlookx.com,Kupang,12-04-2016,KP0625AF,"Rp120,000,000",35699,10,N/A,Swift Delivery,N,yj-185,185,,,,,,,
Marten,Mila,Marten@outlookx.com,Magelang,12-04-2016,KP0425CB,"Rp272,500,000",35141,10,N/A,Swift Delivery,Y,cj-410,410,,,,,,,
Grant,Mardiani,MARDIANI@ymailx.com,Binjai,12-03-2016,KP0750AJ,"Rp162,000,000",36616,9,N/A,Wakanda Express,Y,tc-662,662,,,,,,,
Irvan,Rahardja,IRVAN@ymailx.com,Banjar,12-03-2016,KP0750AJ,"Rp162,000,000",35171,9,5,JENT,Y,qw-409,409,,,,,,,
Danan,Marjani,Danan@outlookx.com,Dumai,12-02-2016,KP0925SG,"Rp75,000,000",36991,5,4,JENT,Y,bh-222,222,,,,,,,
Endah,Sucahyo,Endah@ymailx.com,Probolinggo,01-12-2018,KP0425CB,"Rp272,500,000",36453,10,N/A,Swift Delivery,Y,jd-123,123,,,,,,,
Dewi,Mudoyo,Mudoyo@outlookx.com,Lhokseumawe,01-12-2018,KP0550EH,"Rp180,000,000",36237,4,2,Wakanda Express,Y,xm-101,101,,,,,,,
Peaceland,Hardjodikromo,Peaceland@mex.com,Cirebon,28-11-2018,KP0750AJ,"Rp162,000,000",35434,9,N/A,Pru Logistic,N,hu-409,409,,,,,,,
Sugiharto,Sutanto,Sutanto@mex.com,Lubuklinggau,28-11-2018,KP0750AJ,"Rp72,000,000",35263,4,N/A,JENT,N,en-661,661,,,,,,,
Achmad,Hadeli,Achmad@livex.com,Padang,26-11-2018,KP0150BH,"Rp81,000,000",36930,3,3,Swift Delivery,Y,zl-559,559,,,,,,,
"Lin,",Santoso,Lin@ymailx.com,Payakumbuh,25-11-2018,KP0425CB,"Rp272,500,000",35693,10,4,JENT,Y,xb-559,559,,,,,,,
"Rasyid,",Soejatno,Soejatno@icloudx.com,Metro,25-11-2018,KP0625AF,"Rp60,000,000",35940,5,N/A,Swift Delivery,N,fl-150,150,,,,,,,
Megawati,Tjakra/Ms,Megawati@livex.com,Lubuklinggau,24-11-2018,KP0150BH,"Rp270,000,000",36776,10,N/A,JENT,Y,yk-661,661,,,,,,,
Kiki,Priapantja,Kiki@ymailx.com,Singkawang,23-11-2018,KP0925SG,"Rp90,000,000",35912,6,N/A,Wakanda Express,Y,bd-880,880,,,,,,,
Semiwati,Widjaja,Widjaja@icloudx.com,Binjai,23-11-2018,KP0050AG,"Rp81,250,000",36512,5,N/A,Swift Delivery,N,tq-662,662,,,,,,,
Dr.,Priasmoro,PRIASMORO@ymailx.com,Tangerang,21-11-2018,KP0625AF,"Rp36,000,000",35350,3,4,Wakanda Express,Y,oc-500,500,,,,,,,
Ryandi,Ang,Ryandi@ymailx.com,Kendari,20-11-2018,KP0925SG,"Rp30,000,000",36731,2,4,Pru Logistic,N,nm-250,250,,,,,,,
Dedy,B.,Dedy@gmailx.com,Batam,19-11-2016,KP0150BH,"Rp81,000,000",36377,3,N/A,JENT,Y,rd-809,809,,,,,,,
Handi,Putihrai,Putihrai@gmailx.com,Palembang,17-11-2016,KP0150BH,"Rp270,000,000",35692,10,2,Cepat Kirim,Y,sk-661,661,,,,,,,
Johan,Loengara,Loengara@ymailx.com,Tangerang Selatan,16-11-2016,KP0750AJ,"Rp90,000,000",35598,5,N/A,JENT,Y,bb-500,500,,,,,,,
Budi,Setijawati,Budi@gmailx.com,Tidore Kepulauan,16-11-2016,KP0750AJ,"Rp90,000,000",36331,5,4,Wakanda Express,Y,mb-160,160,,,,,,,
Helmut,Hari,Helmut@gmailx.com,Cilegon,13-11-2016,KP0150BH,"Rp270,000,000",36189,10,2,Swift Delivery,Y,ip-500,500,,,,,,,
Bimo,Brent,Bimo@icloudx.com,Jayapura,11-11-2016,KP0850FB,"Rp168,000,000",35083,8,3,Swift Delivery,Y,ev-990,990,,,,,,,
Joyce,Iuwena,Iuwena@ymailx.com,Tual,11-08-2016,KP0625AF,"Rp72,000,000",36662,6,4,Wakanda Express,Y,oc-171,171,,,,,,,
Endang,Tarazona,Endang@ymailx.com,Lubuklinggau,11-07-2016,KP0350CF,"Rp315,000,000",36569,9,3,Swift Delivery,Y,bj-661,661,,,,,,,
Lina,Setijono,Setijono@icloudx.com,Samarinda,11-07-2016,KP0625AF,"Rp36,000,000",35473,3,N/A,JENT,Y,rj-993,993,,,,,,,
Liliawati,Susilowidjojo,Susilowidjojo@rocketmailx.com,Salatiga,11-07-2016,KP0350CF,"Rp140,000,000",36735,4,N/A,Swift Delivery,Y,qb-410,410,,,,,,,
Sanjaya,Husein,Sanjaya@ymailx.com,Tangerang,11-07-2016,KP0150BH,"Rp189,000,000",36072,7,N/A,Cepat Kirim,N,oz-500,500,,,,,,,
Lukas,Purnomo,Lukas@icloudx.com,Serang,11-01-2016,KP0850FB,"Rp63,000,000",36141,3,N/A,JENT,Y,qm-500,500,,,,,,,
Frank,Koeshandery,Frank@gmailx.com,Padangpanjang,27-10-2016,KP0850FB,"Rp42,000,000",35433,2,N/A,JENT,Y,rd-559,559,,,,,,,
Solihin,Patra,Patra@mex.com,Gorontalo,26-10-2016,KP0750AJ,"Rp72,000,000",36103,4,2,JENT,N,ac-983,983,,,,,,,
Kezia,Handjaja,HANDJAJA@ymailx.com,Balikpapan,21-10-2016,KP0925SG,"Rp45,000,000",35172,3,N/A,Wakanda Express,Y,tg-993,993,,,,,,,
"Achmad,",Dominic,Achmad@livex.com,Palopo,18-10-2016,KP0350CF,"Rp280,000,000",36301,8,1,JENT,Y,dy-290,290,,,,,,,
Rony,Sewaka,Rony@ymailx.com,Palu,16-10-2016,KP0150BH,"Rp108,000,000",36124,4,N/A,Cepat Kirim,N,lj-280,280,,,,,,,
Gene,Suherlan,Suherlan@ymailx.com,Pekalongan,16-10-2016,KP0625AF,"Rp36,000,000",35183,3,N/A,Swift Delivery,Y,kb-410,410,,,,,,,
Pri,Nagaria,Pri@icloudx.com,Jakarta Barat,10-12-2016,KP0750AJ,"Rp90,000,000",35787,5,4,Swift Delivery,N,mg-333,333,,,,,,,
Rubyanto,Hendropurnomo,Hendropurnomo@gmailx.com,Gorontalo,10-12-2016,KP0750AJ,"Rp90,000,000",36082,5,3,Wakanda Express,N,gw-983,983,,,,,,,
Dedie,Suhandi.,Suhandi.@outlookx.com,Sukabumi,10-12-2016,KP0850FB,"Rp210,000,000",35734,10,2,Cepat Kirim,Y,dt-409,409,,,,,,,
Johannes,Sanjaya,Johannes@ymailx.com,Kediri,10-12-2016,KP0925SG,"Rp60,000,000",35532,4,N/A,Wakanda Express,Y,lv-123,123,,,,,,,
Deddy,Lasmono,Deddy@outlookx.com,Pekanbaru,10-10-2016,KP0425CB,"Rp245,250,000",36017,9,5,Swift Delivery,Y,ty-222,222,,,,,,,
Linda,Rahman,Rahman@icloudx.com,Balikpapan,10-10-2016,KP0050AG,"Rp97,500,000",36734,6,N/A,Swift Delivery,Y,qe-993,993,,,,,,,
Suhardi,Mary,Suhardi@icloudx.com,Binjai,10-07-2016,KP0850FB,"Rp147,000,000",35264,7,4,Wakanda Express,N,qr-662,662,,,,,,,
Stockcorp,Investments,Stockcorp@ymailx.com,Tanjungpinang,10-07-2016,KP0050AG,"Rp48,750,000",35107,3,4,JENT,N,bn-809,809,,,,,,,
Elizabeth,Nugroho,Nugroho@outlookx.com,Sabang,10-07-2016,KP0150BH,"Rp243,000,000",35602,9,N/A,Swift Delivery,Y,gl-101,101,,,,,,,
Katleen,Wisnu,Katleen@ymailx.com,Samarinda,10-06-2016,KP0225BB,"Rp100,000,000",35995,10,5,JENT,Y,jo-993,993,,,,,,,
Razif,Chooi,Razif@livex.com,Surakarta,10-06-2016,KP0350CF,"Rp245,000,000",36914,7,N/A,Cepat Kirim,N,cb-410,410,,,,,,,
Amelia,Ng,Ng@livex.com,Makassar,10-06-2016,KP0850FB,"Rp42,000,000",36919,2,4,Wakanda Express,Y,fs-290,290,,,,,,,
Hendra,Welly,Welly@gmailx.com,Tomohon,10-04-2016,KP0050AG,"Rp146,250,000",36223,9,N/A,Wakanda Express,Y,yf-221,221,,,,,,,
Fauzi,Tjahjadi,Tjahjadi@ymailx.com,Lhokseumawe,10-03-2016,KP0225BB,"Rp20,000,000",36837,2,N/A,Cepat Kirim,Y,cc-101,101,,,,,,,
Erick,I.,Erick@icloudx.com,Kotamobagu,10-02-2016,KP0625AF,"Rp72,000,000",35630,6,N/A,JENT,Y,hy-221,221,,,,,,,
Laksamana,Soenong,LAKSAMANA@icloudx.com,Surabaya,10-02-2016,KP0750AJ,"Rp144,000,000",35623,8,N/A,Cepat Kirim,Y,qz-123,123,,,,,,,
Lim,Yoshawirja,Lim@outlookx.com,Tanjungpinang,27-09-2016,KP0625AF,"Rp36,000,000",35816,3,N/A,Wakanda Express,Y,qy-809,809,,,,,,,
Kokos,Purnomo,Kokos@ymailx.com,Langsa,27-09-2016,KP0625AF,"Rp96,000,000",35960,8,N/A,Cepat Kirim,Y,ty-101,101,,,,,,,
Virendra,Prakash,Virendra@gmailx.com,Banjarbaru,26-09-2016,KP0150BH,"Rp162,000,000",36718,6,4,#N/A,N,vu-991,991,,,,,,,
Djoni,Mardova,Djoni@outlookx.com,Jambi,24-09-2016,KP0750AJ,"Rp144,000,000",35237,8,N/A,Wakanda Express,Y,ph-512,512,,,,,,,
Sity,Franky,Sity@livex.com,Cimahi,22-09-2016,KP0350CF,"Rp350,000,000",35277,10,N/A,JENT,N,mx-409,409,,,,,,,
Bob,Saputra,Bob@ymailx.com,Pangkalpinang,15-09-2016,KP0350CF,"Rp105,000,000",35865,3,4,Cepat Kirim,Y,pw-120,120,,,,,,,
Alfari,Robertson,Robertson@livex.com,Tebingtinggi,14-09-2016,KP0925SG,"Rp45,000,000",36667,3,N/A,JENT,Y,bo-662,662,,,,,,,
Ramajati,Virgan,Virgan@rocketmailx.com,Sungai Penuh,14-09-2016,KP0750AJ,"Rp36,000,000",36128,2,4,Pru Logistic,N,pg-512,512,,,,,,,
Simon,Limited,Simon@ymailx.com,Banda Aceh,14-09-2016,KP0350CF,"Rp350,000,000",35011,10,5,JENT,N,te-101,101,,,,,,,
Henry,Pramono,Pramono@ymailx.com,Parepare,13-09-2016,KP0425CB,"Rp81,750,000",35370,3,N/A,Wakanda Express,Y,oh-290,290,,,,,,,
Purwadi,Hermawan,Purwadi@gmailx.com,Jambi,09-12-2016,KP0925SG,"Rp135,000,000",35246,9,N/A,Pru Logistic,N,vo-512,512,,,,,,,
Rachmat,Hardja,Hardja@ymailx.com,Palu,09-11-2016,KP0625AF,"Rp120,000,000",36298,10,4,Swift Delivery,N,pg-280,280,,,,,,,
Dick,Liem,Dick@ymailx.com,Semarang,09-10-2016,KP0750AJ,"Rp72,000,000",35406,4,N/A,Swift Delivery,Y,li-410,410,,,,,,,
Lim,Kusuma,Kusuma@icloudx.com,Sibolga,09-06-2016,KP0050AG,"Rp113,750,000",36865,7,4,Pru Logistic,Y,mr-662,662,,,,,,,
Rudy,C.,C.@livex.com,Sawahlunto,09-06-2016,KP0850FB,"Rp189,000,000",36637,9,N/A,Swift Delivery,N,ot-559,559,,,,,,,
Jimmy,Ulrich,Ulrich@gmailx.com,Manado,09-04-2016,KP0050AG,"Rp65,000,000",35878,4,N/A,Pru Logistic,Y,tv-221,221,,,,,,,
Elvira,Harris,Harris@icloudx.com,Makassar,09-03-2016,KP0150BH,"Rp135,000,000",35918,5,4,JENT,Y,ba-290,290,,,,,,,
Eliezer,Setyaningsih,Eliezer@outlookx.com,Bitung,09-02-2016,KP0750AJ,"Rp90,000,000",35910,5,N/A,Cepat Kirim,Y,xf-221,221,,,,,,,
J.,Djaja,J.@ymailx.com,Blitar,09-02-2016,KP0925SG,"Rp45,000,000",35294,3,N/A,JENT,Y,te-123,123,,,,,,,
Herlinah,Tjiawi,Herlinah@ymailx.com,Kotamobagu,09-01-2016,KP0425CB,"Rp190,750,000",35548,7,N/A,Swift Delivery,Y,gi-221,221,,,,,,,
Hendrik,Hari,Hendrik@ymailx.com,Sibolga,28-08-2016,KP0625AF,"Rp48,000,000",35399,4,N/A,Wakanda Express,Y,rm-662,662,,,,,,,
Bengt,Consulting,Consulting@outlookx.com,Padangpanjang,27-08-2016,KP0425CB,"Rp218,000,000",36936,8,N/A,Swift Delivery,Y,ku-559,559,,,,,,,
Gladys,Samantha,Samantha@ymailx.com,Lubuklinggau,27-08-2016,KP0625AF,"Rp84,000,000",35135,7,4,JENT,Y,lx-661,661,,,,,,,
Bong,Bagus,Bagus@ymailx.com,Pekalongan,27-08-2016,KP0150BH,"Rp135,000,000",35022,5,N/A,Swift Delivery,Y,ns-410,410,,,,,,,
Cindy,Lestari,Lestari@gmailx.com,Magelang,26-08-2016,KP0925SG,"Rp105,000,000",36001,7,N/A,Swift Delivery,Y,wy-410,410,,,,,,,
Chander,Gobel,Gobel@livex.com,Bima,26-08-2016,KP0150BH,"Rp54,000,000",35372,2,4,Cepat Kirim,Y,xe-183,183,,,,,,,
Jeffrey,Suwarno,Jeffrey@ymailx.com,Pangkalpinang,26-08-2016,KP0050AG,"Rp48,750,000",36702,3,N/A,Wakanda Express,Y,el-120,120,,,,,,,
Ahmades,Muchtar,Ahmades@ymailx.com,Kendari,23-08-2016,KP0150BH,"Rp243,000,000",36415,9,N/A,JENT,Y,zs-250,250,,,,,,,
Henny,Winarko,Henny@ymailx.com,Tegal,22-08-2016,KP0850FB,"Rp84,000,000",36431,4,N/A,Wakanda Express,Y,pq-410,410,,,,,,,
Irmayani,Suginawan,IRMAYANI@gmailx.com,Probolinggo,21-08-2016,KP0625AF,"Rp84,000,000",36839,7,N/A,Wakanda Express,Y,mc-123,123,,,,,,,
Hilton,Darsono,Darsono@ymailx.com,Jakarta Timur,19-08-2016,KP0050AG,"Rp130,000,000",36727,8,N/A,Cepat Kirim,Y,cd-333,333,,,,,,,
Vivi,Hottama,Vivi@gmailx.com,Surabaya,19-08-2016,KP0625AF,"Rp108,000,000",36913,9,4,#N/A,N,yy-123,123,,,,,,,
Andreas,Sandi,Andreas@gmailx.com,Magelang,15-08-2016,KP0625AF,"Rp24,000,000",36036,2,5,Pru Logistic,Y,fp-410,410,,,,,,,
Budiman,Irsjad,IRSJAD@gmailx.com,Kediri,14-08-2016,KP0750AJ,"Rp180,000,000",36887,10,N/A,JENT,Y,ni-123,123,,,,,,,
Johnlee,Sukardi,Johnlee@ymailx.com,Tebingtinggi,14-08-2016,KP0225BB,"Rp40,000,000",35385,4,N/A,Cepat Kirim,Y,mp-662,662,,,,,,,
Hesti,Yoesoef,Hesti@gmailx.com,Pekanbaru,13-08-2016,KP0425CB,"Rp245,250,000",36659,9,N/A,Cepat Kirim,Y,xv-222,222,,,,,,,
Arief,Soesanto,Arief@livex.com,Singkawang,13-08-2016,KP0425CB,"Rp218,000,000",35944,8,3,Wakanda Express,Y,wm-880,880,,,,,,,
Drs,Parlaungan,DRS@gmailx.com,Cimahi,08-12-2016,KP0850FB,"Rp63,000,000",35554,3,N/A,Pru Logistic,Y,fl-409,409,,,,,,,
Didit,I,I@outlookx.com,Salatiga,08-10-2016,KP0425CB,"Rp54,500,000",35170,2,4,Swift Delivery,Y,ow-410,410,,,,,,,
Sallyawati,Hanna,Hanna@gmailx.com,Pematangsiantar,08-10-2016,KP0225BB,"Rp50,000,000",35939,5,N/A,Swift Delivery,N,ne-662,662,,,,,,,
Kwok,Lys,Lys@ymailx.com,Parepare,08-09-2016,KP0625AF,"Rp84,000,000",36778,7,N/A,Pru Logistic,Y,eh-290,290,,,,,,,
Hadinata,Susilo,Susilo@gmailx.com,Bau-Bau,08-09-2016,KP0625AF,"Rp36,000,000",35607,3,5,Wakanda Express,Y,zx-250,250,,,,,,,
Habib,Marlina,Marlina@gmailx.com,Ambon,08-08-2016,KP0850FB,"Rp126,000,000",35422,6,N/A,Pru Logistic,Y,iv-171,171,,,,,,,
Franciscus,Margaretha,Franciscus@ymailx.com,Mataram,08-06-2016,KP0925SG,"Rp90,000,000",36303,6,N/A,JENT,Y,km-183,183,,,,,,,
Agus,Joseph,Joseph@livex.com,Gorontalo,08-06-2016,KP0225BB,"Rp70,000,000",35261,7,N/A,Wakanda Express,Y,hx-983,983,,,,,,,
Paulis,Sumito,Paulis@icloudx.com,Padang Sidempuan,08-05-2016,KP0625AF,"Rp48,000,000",35547,4,N/A,Wakanda Express,N,iw-662,662,,,,,,,
Fensa,C,C@outlookx.com,Jayapura,08-03-2016,KP0750AJ,"Rp180,000,000",35110,10,5,Swift Delivery,Y,mj-990,990,,,,,,,
Geoffrey,Hoshi,Geoffrey@gmailx.com,Banjar,08-02-2016,KP0425CB,"Rp109,000,000",35118,4,N/A,Pru Logistic,Y,nb-409,409,,,,,,,
Kama,Bachtiar,Bachtiar@ymailx.com,Tangerang Selatan,08-02-2016,KP0850FB,"Rp189,000,000",35842,9,N/A,Swift Delivery,Y,br-500,500,,,,,,,
Ani,Sathibal,Ani@livex.com,Ambon,08-01-2016,KP0625AF,"Rp96,000,000",36998,8,N/A,JENT,Y,qi-171,171,,,,,,,
Efrem,Siregar,Efrem@ymailx.com,Purwokerto,08-01-2016,KP0350CF,"Rp175,000,000",35525,5,N/A,Swift Delivery,Y,ru-410,410,,,,,,,
Mochamad,Balmaceda,Mochamad@ymailx.com,Yogyakarta,27-07-2016,KP0350CF,"Rp350,000,000",36375,10,4,Pru Logistic,Y,bu-444,444,,,,,,,
Anwar,Hendrastiti,Hendrastiti@livex.com,Banda Aceh,24-07-2016,KP0925SG,"Rp60,000,000",35056,4,4,JENT,Y,ie-101,101,,,,,,,
Sonal,Tjahyawati,Sonal@mex.com,Madiun,24-07-2016,KP0750AJ,"Rp90,000,000",36717,5,N/A,Swift Delivery,N,kt-123,123,,,,,,,
Herman,Nur,Nur@ymailx.com,Tangerang,22-07-2016,KP0625AF,"Rp108,000,000",35112,9,N/A,Wakanda Express,Y,uf-500,500,,,,,,,
Katini,Hamzah,Katini@ymailx.com,Prabumulih,21-07-2016,KP0925SG,"Rp150,000,000",35614,10,4,Cepat Kirim,Y,ul-661,661,,,,,,,
Lucia,Anggraini,Lucia@icloudx.com,Probolinggo,19-07-2016,KP0925SG,"Rp150,000,000",36297,10,4,JENT,Y,cg-123,123,,,,,,,
Rachana,L.,L.@rocketmailx.com,Samarinda,16-07-2016,KP0225BB,"Rp80,000,000",35984,8,N/A,JENT,N,kh-993,993,,,,,,,
Pitra,Kusnadi,Kusnadi@icloudx.com,Palu,16-07-2016,KP0925SG,"Rp150,000,000",35694,10,4,JENT,N,qa-280,280,,,,,,,
Sonny,Pribadi,Sonny@mex.com,Tangerang Selatan,16-07-2016,KP0925SG,"Rp120,000,000",36318,8,N/A,JENT,N,ha-500,500,,,,,,,
Petrus,Sugianto,Petrus@livex.com,Pekalongan,14-07-2016,KP0850FB,"Rp126,000,000",36863,6,N/A,Pru Logistic,N,zy-410,410,,,,,,,
Kim,Brett,Brett@ymailx.com,Bitung,14-07-2016,KP0225BB,"Rp100,000,000",35893,10,N/A,Cepat Kirim,Y,zx-221,221,,,,,,,
Anil,Djauhari,Djauhari@ymailx.com,Meulaboh,14-07-2016,KP0150BH,"Rp189,000,000",36299,7,5,JENT,Y,yl-101,101,,,,,,,
Dicky,Panigoro,Panigoro@gmailx.com,Salatiga,07-11-2016,KP0225BB,"Rp60,000,000",35808,6,N/A,Wakanda Express,Y,ea-410,410,,,,,,,
Veronica,Yuwono,Veronica@mex.com,Sungai Penuh,07-10-2016,KP0150BH,"Rp108,000,000",36959,4,4,#N/A,N,cc-512,512,,,,,,,
Hong,Narpatisuta,Narpatisuta@ymailx.com,Pematangsiantar,07-08-2016,KP0750AJ,"Rp72,000,000",36081,4,N/A,Wakanda Express,Y,ow-662,662,,,,,,,
Stan,Kam,Stan@ymailx.com,Padang,07-08-2016,KP0150BH,"Rp135,000,000",36785,5,4,JENT,N,sa-559,559,,,,,,,
Ong,Djuwadi,Ong@rocketmailx.com,Padang Sidempuan,07-07-2016,KP0050AG,"Rp113,750,000",36390,7,4,Cepat Kirim,N,zr-662,662,,,,,,,
Kasiviswanathan,Solaiman,Solaiman@gmailx.com,Blitar,07-07-2016,KP0750AJ,"Rp54,000,000",35691,3,N/A,JENT,Y,fi-123,123,,,,,,,
Osbert,Maramis,Maramis@outlookx.com,Purwokerto,07-04-2016,KP0850FB,"Rp168,000,000",36799,8,N/A,Wakanda Express,N,bx-410,410,,,,,,,
Itjendri,Ezeddin,Ezeddin@gmailx.com,Payakumbuh,07-03-2016,KP0625AF,"Rp36,000,000",35397,3,5,Pru Logistic,Y,kh-559,559,,,,,,,
Gen,Kurniawan,Gen@gmailx.com,Kupang,07-03-2016,KP0625AF,"Rp84,000,000",36370,7,4,Swift Delivery,Y,zk-185,185,,,,,,,
Catherine,Sudjie,Catherine@outlookx.com,Semarang,07-02-2016,KP0150BH,"Rp135,000,000",36404,5,N/A,Wakanda Express,Y,du-410,410,,,,,,,
Johnson,Achmad,Johnson@gmailx.com,Makassar,07-02-2016,KP0350CF,"Rp280,000,000",36541,8,4,Swift Delivery,Y,ww-290,290,,,,,,,
Sierah,Tjioe,Sierah@outlookx.com,Bukittinggi,28-06-2016,KP0750AJ,"Rp180,000,000",36355,10,4,Pru Logistic,N,ku-559,559,,,,,,,
Budyanto,Eko,Budyanto@ymailx.com,Depok,28-06-2016,KP0850FB,"Rp189,000,000",36153,9,N/A,JENT,Y,tq-409,409,,,,,,,
Gaitini,Vincent,Gaitini@livex.com,Sawahlunto,25-06-2016,KP0850FB,"Rp147,000,000",36211,7,4,Pru Logistic,Y,yc-559,559,,,,,,,
Junanda,Liani,LIANI@gmailx.com,Pangkalpinang,24-06-2016,KP0225BB,"Rp60,000,000",35403,6,4,JENT,Y,zx-120,120,,,,,,,
Sulistiani,Sampoerna,Sulistiani@rocketmailx.com,Tegal,20-06-2016,KP0925SG,"Rp60,000,000",36726,4,4,Cepat Kirim,N,sf-410,410,,,,,,,
Djohan,Kosasih,Djohan@livex.com,Samarinda,18-06-2016,KP0850FB,"Rp210,000,000",35242,10,4,JENT,Y,um-993,993,,,,,,,
Annie,James,James@livex.com,Singkawang,18-06-2016,KP0625AF,"Rp24,000,000",36701,2,2,Pru Logistic,Y,xb-880,880,,,,,,,
Husni,Kusnadi,Kusnadi@ymailx.com,Bitung,17-06-2016,KP0625AF,"Rp72,000,000",35245,6,4,JENT,Y,qr-221,221,,,,,,,
Vidhya,Prakash,Prakash@rocketmailx.com,Subulussalam,17-06-2016,KP0425CB,"Rp245,250,000",35427,9,4,#N/A,N,bs-101,101,,,,,,,
Sigit,Patricia,Sigit@gmailx.com,Mojokerto,16-06-2016,KP0925SG,"Rp135,000,000",36269,9,N/A,Cepat Kirim,N,vz-123,123,,,,,,,
Erwin,Livia,Livia@gmailx.com,Kediri,16-06-2016,KP0625AF,"Rp120,000,000",36968,10,N/A,JENT,Y,xi-123,123,,,,,,,
"Herman,",Kiftiah,HERMAN@gmailx.com,Jakarta Pusat,15-06-2016,KP0625AF,"Rp60,000,000",36814,5,3,Swift Delivery,Y,vr-333,333,,,,,,,
Steven,Tanoko,Steven@gmailx.com,Bontang,15-06-2016,KP0150BH,"Rp189,000,000",35293,7,N/A,JENT,N,rm-993,993,,,,,,,
Sonya,Madang,Sonya@icloudx.com,Bontang,14-06-2016,KP0150BH,"Rp162,000,000",36978,6,N/A,Pru Logistic,N,rj-993,993,,,,,,,
Anindya,Venture,Anindya@gmailx.com,Sibolga,14-06-2016,KP0050AG,"Rp162,500,000",35357,10,4,JENT,Y,bu-662,662,,,,,,,
Justo,Alit,Alit@gmailx.com,Cimahi,06-12-2016,KP0625AF,"Rp36,000,000",36336,3,N/A,JENT,Y,eg-409,409,,,,,,,
Budi,Tjandra,Tjandra@ymailx.com,Bitung,06-12-2016,KP0350CF,"Rp140,000,000",35902,4,4,Cepat Kirim,Y,gp-221,221,,,,,,,
